otu name,sC0C,s1C3A,s1C3B,s1G3A,s1G3B,s1G3C,s1M3A,s1M3B,s1M3C,s1M5C,s1C5A,s1C5B,s1G5A,s1G5B,s1G5C,s1M5A,s1M5B,s1C7A,s1C7B,s1G7A,s1G7B,s1G7C,s1M7A,s1M7B,s1M7C,s1C10A,s1C10B,s1G10A,s1G10B,s1G10C,s1M10A,s1M10B,s1M10C,s2C3A,s2C3B,s2G3A,s2G3B,s2G3C,s2M3A,s2M3B,s2M3C,s2C5A,s2C5B,s2G5A,s2G5B,s2G5C,s2M5A,s2M5B,s2G7A,s2G7B,s2G7C,s2M7A,s2M7B,s2C10A,s2C10B,s2G10A,s2G10B,s2G10C,s2M10B,s1C20B,s1C20A,s3G3A,s3G3B,s3G3C,s3M3A,s3M3B,s3M3C,s3G5A,s3G5B,s3G5C,s3M5A,s3M5B,s3M5C,s3G7A,s3G7B,s3G7C,s3M7A,s3M7B,s3M7C,s3M10A,s3M10B,s3M10C,s3G10A,s3G10B,s2M10A,s2M10C
OTU_443,2,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_444,0,2,3,5,2,2,9,8,9,11,4,1,1,2,0,15,10,3,4,1,2,0,3,3,7,1,1,2,2,2,8,13,13,3,9,2,2,3,6,6,4,2,0,6,0,0,3,3,1,1,0,1,0,1,0,0,0,0,4,0,1,6,4,7,0,1,4,0,0,0,3,0,1,0,0,0,1,0,0,1,0,1,3,3,1,0
OTU_445,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,5,12,1,0,0,0,0,0,1,2,0,0,0,0,0,0,8,1,0,0,1,0,0,0,0,2,2,6,1,0,0,1,2,3,0,4,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,1,0,0,3,0,0,2,1,0,0,2,0,0,0,0,0,0
OTU_446,2,1,3,1,0,1,4,2,0,1,3,2,1,0,1,0,1,4,8,2,5,2,1,1,1,5,18,1,1,1,0,0,4,9,7,1,3,1,0,1,0,13,24,4,11,3,1,1,41,37,49,2,2,50,81,78,37,44,9,20,8,2,2,4,1,1,0,18,48,53,8,24,19,106,67,72,14,35,27,11,12,22,76,42,4,0
OTU_447,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_448,0,2,3,1,0,1,8,10,3,4,2,1,1,0,0,2,4,0,4,1,0,0,4,2,6,0,0,2,1,0,4,10,8,0,2,1,1,0,5,1,2,0,2,1,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,2,2,1,2,2,0,0
OTU_449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
OTU_450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0
OTU_451,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,10,9,0,0,0,0,0,0,2,3,0,0,0,0,1,0,11,7,0,0,7,0,0,1,8,60,32,70,33,2,1,34,59,45,2,52,2,1,2,3,1,30,2,0,5,8,8,10,11,7,0,3,10,23,79,60,2,2,12,31,1,45,15,1,3,0,2,0,1
OTU_452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_453,6,13,10,2,1,4,0,0,0,1,4,17,3,2,8,0,0,11,12,2,1,2,1,0,1,2,6,2,3,1,0,1,1,5,8,12,8,14,11,7,7,3,4,4,6,9,4,9,6,13,6,9,9,4,7,7,6,2,2,6,1,4,3,1,5,3,4,5,10,11,8,7,4,10,9,9,11,3,10,5,2,9,6,6,23,22
OTU_454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
OTU_455,0,3,6,8,5,1,1,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,5,0,0,0,1,3,1,3,2,1,0,0,2,3,1,0,0,2,2,1,0,0,0,0,0,1,0,2,1,0,2,3,2,1,0,2,3,4,1,2,1,2,1,2,3,3,3,0,4,0,1,3
OTU_456,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
OTU_457,34,4,13,3,3,12,3,1,2,2,6,87,4,3,10,4,5,5,6,0,7,5,0,6,28,37,42,3,8,9,29,127,85,34,15,2,27,5,2,23,3,7,152,7,20,4,6,15,72,67,137,15,23,125,43,446,498,326,18,50,57,20,2,11,6,2,4,121,28,180,385,295,75,210,130,104,157,674,273,385,210,238,167,171,71,33
OTU_458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0
OTU_459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_460,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,6,1,2,4,1,1,2,0,4,1,2,0,2,1,0,1,0,0,1,1,1,1,0,1,1,3,2,5,6,5,2,6,3,2,2,2,6,2,4,6,3,3,7,3
OTU_461,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
OTU_463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
OTU_464,1,0,1,0,1,0,0,0,0,1,0,3,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,1,1,0,0,0,2,1,5,0,1,2,0,0,0,2,2,1,1,4,6,8,1,1,1,0,1,3,3,1,1,0,1,0,0,0,3,0,0,2,2,6,6,2,5,2,2,3,2,5,2,1,5,7,2,10,1
OTU_465,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU_467,14,14,22,33,21,30,103,104,52,104,23,24,10,26,18,126,120,25,41,17,10,8,42,52,74,13,9,7,16,13,127,86,117,69,68,27,20,28,62,45,40,4,26,62,41,57,69,25,8,9,5,36,24,1,0,1,3,4,63,2,8,50,62,80,5,47,54,2,11,12,19,8,10,2,4,9,7,2,15,27,30,27,22,33,5,3
OTU_468,5,0,2,1,0,1,0,1,1,0,0,2,0,0,0,0,1,3,0,0,0,1,0,0,0,5,3,3,3,4,1,2,1,2,0,1,1,0,0,0,0,2,1,1,0,0,0,1,1,1,2,0,0,2,2,6,3,0,1,1,2,0,0,1,0,0,0,2,5,4,1,2,1,11,2,8,0,1,2,10,1,4,5,6,14,3
OTU_469,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_470,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,2,1,1,0,1,1
OTU_471,8,4,7,5,4,2,2,0,1,3,5,7,2,6,6,1,0,5,2,6,2,3,0,1,0,5,5,2,0,3,5,7,2,1,1,8,6,9,4,4,7,0,2,5,1,3,0,9,2,7,4,11,3,2,5,3,10,2,5,14,8,1,1,0,1,0,1,0,3,2,2,1,1,3,2,2,4,2,2,5,2,1,2,2,25,7
OTU_472,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_473,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_474,19,2,1,4,2,0,6,7,5,1,3,5,0,0,0,1,1,8,5,0,0,1,0,0,0,6,9,0,1,1,7,0,0,4,8,0,0,2,0,4,1,4,13,0,1,1,7,7,1,1,6,9,17,16,13,8,3,6,19,24,5,0,0,1,1,2,1,2,19,16,9,18,0,2,17,14,8,7,6,14,12,11,8,7,23,9
OTU_475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_476,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
OTU_477,1,3,1,1,0,0,0,0,0,0,5,0,2,1,2,0,0,1,4,0,1,0,0,0,1,3,2,0,1,0,1,0,1,2,1,1,1,0,2,2,1,3,2,1,4,3,3,3,0,0,2,4,0,2,2,1,0,2,1,2,2,0,3,0,0,1,2,0,4,5,4,3,1,5,6,1,2,0,3,2,2,1,3,4,2,5
OTU_478,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
OTU_479,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,2,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_480,6,0,4,4,5,9,4,5,6,1,3,3,0,0,1,2,0,2,1,0,0,0,0,0,2,6,5,0,2,2,14,3,1,1,0,0,1,0,1,0,0,0,3,0,1,0,3,1,0,0,0,1,1,1,2,2,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,5,0
OTU_481,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_482,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
OTU_483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
OTU_484,111,197,308,229,81,251,171,250,130,278,217,252,170,283,284,249,245,233,266,174,167,118,80,87,200,114,97,73,118,194,266,187,270,304,350,357,295,563,450,507,205,49,142,261,117,234,287,269,136,188,189,254,137,122,126,154,156,83,163,128,105,131,155,200,240,171,192,51,207,215,400,280,238,223,214,202,284,189,334,164,146,236,241,120,245,288
OTU_485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_486,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0
OTU_487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_488,2,0,1,0,0,1,0,0,0,2,0,5,4,6,4,2,2,0,0,0,1,0,0,1,2,4,3,1,2,7,1,13,10,4,3,0,2,2,1,3,0,0,12,1,0,3,2,0,9,9,19,3,1,9,9,34,36,29,1,2,6,0,1,1,1,0,0,8,3,14,38,31,6,16,5,6,17,59,30,36,17,14,20,10,8,3
OTU_489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU_490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_491,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,5,5,0,0,0,0,0,0,1,1,0,1,0,0,0,0,5,2,1,0,2,0,0,4,3,9,7,9,5,4,2,3,2,5,4,4,0,1,1,2,0,1,1,1,0,1,0,1,3,2,2,4,7,4,9,1,4,5,3,5,0,12,2,0,1,0,2,0,0
OTU_492,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_493,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_494,0,1,3,3,0,2,0,0,0,0,0,2,2,0,0,0,0,1,0,1,0,2,0,0,1,4,0,1,1,2,0,0,0,0,2,0,0,2,0,3,0,0,1,0,2,0,2,3,3,2,1,2,1,3,3,2,3,3,0,5,2,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,2,2,1,1,1,7,2,4,0
OTU_495,2,2,4,2,0,2,0,1,1,1,0,3,0,1,1,0,0,2,2,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,2,1,4,4,4,5,1,3,2,1,0,0,1,1,2,2,0,3,1,1,0,0,2,0,0,1,0,0,0,1,1,1,0,3,5,3,4,3,4,4,4,3,2,0,4,1,1,4,0,5,4
OTU_496,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_497,0,1,0,1,2,1,2,3,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,0,0,0,1,0,2,2,0,2,0,0,0,1,0,1,0,0,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
OTU_498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
OTU_499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU_500,3,0,1,0,0,2,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,9,6,2,1,1,0,0,0,2,0,0,7,1,2,2,0,1,1,4,12,0,0,3,1,22,14,17,1,2,1,0,0,1,2,0,0,2,0,5,17,13,2,8,4,2,11,21,14,9,6,5,5,5,8,3
OTU_501,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4,1,2,1,1,0,0,0,0,0,0,0,1,0,0,3,6,1,5,0,2,2,6,3,4,3,2,0,1,0,1
OTU_502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_504,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
OTU_505,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,3,1,0,2,0,0,0
OTU_506,1,0,2,1,2,3,0,1,1,3,0,5,1,0,0,1,1,0,0,0,0,0,0,0,1,2,2,1,1,2,0,8,4,4,3,0,1,0,0,0,0,0,5,0,2,2,0,1,0,4,4,0,0,2,1,8,11,3,1,4,1,1,1,0,0,0,0,0,0,2,9,11,5,4,2,0,7,8,2,16,9,11,5,4,4,0
OTU_507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU_508,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,3,1,1
OTU_509,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,1,0,0,2,0,1,0,0
OTU_510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
OTU_511,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_512,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,2,0,2,3,1,2,1,0,0,0,0,0,2,0,1,0,0,0,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
OTU_513,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
OTU_514,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_515,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,2,0,4,3,1,0,0,0,1,0,1,0,2,0,3,1,0,3,0,1,0,2,0,0,1,0,0,0,0,7,0,1,0,1,0,9,6,8,0,2,1,4,1,1,2,2,2,2,1,0,1
OTU_516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
