VAMPS Taxonomy Matrix,Rank:species,Normalization:not_normalized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LAZ_OLIN_Bv4v5--OlinTC3_1,LAZ_OLIN_Bv4v5--OlinTC3_11,LAZ_OLIN_Bv4v5--OlinTC3_12,LAZ_OLIN_Bv4v5--OlinTC3_13,LAZ_OLIN_Bv4v5--OlinTC3_16,LAZ_OLIN_Bv4v5--OlinTC3_17,LAZ_OLIN_Bv4v5--OlinTC3_18,LAZ_OLIN_Bv4v5--OlinTC3_2,LAZ_OLIN_Bv4v5--OlinTC3_21,LAZ_OLIN_Bv4v5--OlinTC3_22,LAZ_OLIN_Bv4v5--OlinTC3_3,LAZ_OLIN_Bv4v5--OlinTC3_30,LAZ_OLIN_Bv4v5--OlinTC3_31,LAZ_OLIN_Bv4v5--OlinTC3_32,LAZ_OLIN_Bv4v5--OlinTC3_33,LAZ_OLIN_Bv4v5--OlinTC3_34,LAZ_OLIN_Bv4v5--OlinTC3_35,LAZ_OLIN_Bv4v5--OlinTC3_6,LAZ_OLIN_Bv4v5--OlinTC3_7,LAZ_OLIN_Bv4v5--OlinTC3_8,LAZ_OLIN_Bv4v5--Olin_FCD_200A_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCD_200B_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCD_200C_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCD_Day_11A_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCD_Day_11B_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCD_Day_3A_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCD_Day_3B_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCD_Day_5A_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCD_Day_5B_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCD_Day_7A_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCD_Day_7B_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_0_Bv4v5r,LAZ_OLIN_Bv4v5--Olin_FCF_100a_415_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_100b_415_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_100c_415_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_200a_513_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_200b_513_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_200b_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_200c_513_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_200c_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_50a_417_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_50b_415_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_50b_417_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_FCD_A_513_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_FCD_A_520_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_FCD_A_525_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_FCD_B_513_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_FCD_B_520_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_FCD_B_525_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_FCD_C_513_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_FCD_C_520_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_FCD_C_525_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_New_Day_0A_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_New_Day_0B_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_New_Day_11A_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_New_Day_11B_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_New_Day_3A_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_New_Day_3B_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_New_Day_3C_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_New_Day_5A_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_New_Day_5B_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_New_Day_5C_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_New_Day_7A_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_New_Day_7B_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_New_Day_7C_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_day_0B_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_day_11A_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_day_11B_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_day_3A_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_day_3B_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_day_5A_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_day_5B_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_day_7A_Bv4v5,LAZ_OLIN_Bv4v5--Olin_FCF_day_7B_Bv4v5
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;species_NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;lactis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;species_NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,0,1,0,0,9,10,6,0,1,3,2,0,1,0,0,59,10,20,2,0,0,53,0,47,2,3,5,4,2,1,5,7,0,0,1,0,23,19,1,2,4,7,5,9,2,2,0,0,0,53,565,275,3,23,327,259,269,426
Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae,116,156,54,104,184,189,170,428,123,91,121,174,68,77,422,544,67,161,46,51,0,0,0,0,0,0,0,0,0,0,0,3289,63,45,10,1,1,118,0,119,17,26,34,2,0,0,3,0,0,2,0,0,6,7,0,0,0,0,0,0,0,0,0,1,0,7,0,1,0,0,1,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Guggenheimella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae_1;Clostridium_sensu_stricto_10,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,1,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,2,0,8,83,54,0,3,48,41,34,51
Bacteria;Firmicutes;Clostridia;Clostridiales;Defluviitaleaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;genus_NA;species_NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Anaerococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Anaerococcus;8404299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Fusibacter,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Fusibacter;3-D3-R-P8ASC2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;genus_NA;species_NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerofilum,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Incertae_Sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;empty_family;Dethiosulfatibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelothrix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;genus_NA;species_NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella;species_NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Ignavibacteria;Ignavibacteria;Ignavibacteriales,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Planctomycetes,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bacteria;Planctomycetes;Phycisphaerae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Rhodopirellula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bacteria;Proteobacteria;Alphaproteobacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,154,190,109,316,230,131,85,142,122,121,1,0,0,0,0,0,0,1,0,0,0,0,39,70,46,61,69,10,77,64,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,0,2,1,2,1,1,2,0,5,6,0,3,4,9,4,7,3,0,6,1,0,0,1,1,0,2,3,2,8,0,2,5,4,6,3,19,4,2,6,9,3,8,6,2,0,3,4,8,3,3
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,3,1,1,4,6,1,2,2,3,1,0,0,1,1,0,0,0,1,1,1,1,3,0,0,2,6,7,3,1,4,4,2,2,4,3,1,0,0,10,0,5
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Nitrobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Rhodoblastus,6,1,1,0,3,1,2,10,5,2,6,1,1,0,18,19,17,12,1,3,3,0,1,2,2,3,2,4,1,2,5,151,18,18,1,8,19,17,3,12,8,28,26,5,5,4,4,7,4,11,4,7,1,0,0,1,2,3,0,3,1,1,2,0,0,1,0,0,2,1,1,0,3,1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Rhodoblastus;acidophilus,1428,1089,530,497,343,430,509,3271,543,378,1219,117,136,198,5593,6518,5508,2454,851,755,548,481,362,1233,565,1114,662,770,260,948,703,34812,4031,5614,1236,2496,4015,5857,1536,4293,3602,8371,6681,1325,2584,955,2288,2502,648,1986,1822,2228,237,184,154,174,656,913,321,1235,437,277,304,361,211,334,308,341,524,637,509,453,517,362
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Rhodoblastus;sphagnicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Rhodopseudomonas,15,74,26,31,30,10,27,67,55,41,26,36,58,29,245,315,218,82,10,29,298,456,431,483,254,750,542,491,162,345,302,248,1195,1168,183,410,587,1535,169,1245,911,1214,1626,189,547,200,322,523,141,302,468,299,1201,680,399,478,698,1172,634,2330,710,622,763,1574,673,1297,1837,1099,784,607,1120,2041,759,854
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Rhodopseudomonas;F-1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Rhodopseudomonas;NTUIOB_TPP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Rhodopseudomonas;palustris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,3,3,2,0,2,2,0,2,0,0,1,3,0,0,1,3,0,1,1,3,4,1,1,1,1,0,0,1,1,2,4,1,0,1,3,5,0,5,3,0,1,6,2,4,5,4,4,2,2,1,4,7
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Rhodopseudomonas;pentothenatexigens,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Rhodopseudomonas;rhenobacensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,150,117,160,71,388,303,203,84,136,113,0,1,6,0,1,1,5,1,3,2,6,9,36,178,47,43,129,51,55,102,133,11,2,2,2,4,6,2,12,3,3,5,5,5,9,7,6,5,1,10,14,10,5
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Rhodopseudomonas;species_NA,8,50,14,20,18,10,26,36,47,19,16,21,25,17,286,422,273,50,11,15,0,0,1,0,0,0,0,0,0,0,0,179,249,297,87,67,88,433,34,275,222,644,430,18,54,17,27,63,8,25,41,17,165,109,55,41,118,107,69,384,101,96,141,315,101,209,191,155,106,61,118,180,96,65
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Tardiphaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,421,408,347,169,616,390,346,142,257,204,0,501,420,134,94,113,579,75,551,362,331,679,131,355,99,202,224,72,170,248,176,523,334,180,186,310,433,285,1189,340,323,324,718,251,577,1184,783,424,331,667,1023,500,488
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,28,32,7,5,3,11,2,3,10,13,22,1,0,0,1,0,0,1,0,0,5,2,1,6,1,6,1,19,2,4,2,4,2,6,30,15,5,3,5,15,3,8
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Ancalomicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,2,2,4,2,1,0,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodomicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodoplanes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,3,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodoplanes;FZ35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,4,0,2,0,0,3,0,0,0,0,0,0,0,0,0,2,1,5,3,0,0,0,2,0,0,2,3,0,0,21,11,0,0,1,2,3,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
