	Name	kingdom	taxonomy	phylum	class	order	family	genus	species
OTU_170	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae	Bacteria	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	f_Rhodospirillaceae	f_Rhodospirillaceae
OTU_171	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum	Bacteria	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum;	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	g_Azospirillum
OTU_172	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum;amazonense	Bacteria	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum;amazonense;	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	amazonense
OTU_173	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum;cf03	Bacteria	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum;cf03;	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	cf03
OTU_174	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum;lipoferum	Bacteria	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum;lipoferum;	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	lipoferum
OTU_175	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum	Bacteria	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Magnetospirillum;	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospirillum	g_Magnetospirillum
OTU_176	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Phaeospirillum	Bacteria	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Phaeospirillum;	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Phaeospirillum	g_Phaeospirillum
OTU_177	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Phaeospirillum;AK32	Bacteria	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Phaeospirillum;AK32;	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Phaeospirillum	AK32
OTU_178	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Phaeospirillum;cystidoformans	Bacteria	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Phaeospirillum;cystidoformans;	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Phaeospirillum	cystidoformans
OTU_179	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodospirillum;sulfurexigens	Bacteria	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodospirillum;sulfurexigens;	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillum	sulfurexigens
OTU_180	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Roseospira;visakhapatnamensis	Bacteria	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Roseospira;Unassigned;	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Roseospira	g_Roseospira
OTU_181	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Skermanella	Bacteria	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Skermanella;	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Skermanella	g_Skermanella
OTU_182	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Skermanella;xinjiangensis	Bacteria	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Skermanella;xinjiangensis;	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Skermanella	xinjiangensis
OTU_183	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Thalassospira	Bacteria	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Thalassospira;	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Thalassospira	g_Thalassospira
OTU_184	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales	Bacteria	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;	Proteobacteria	Alphaproteobacteria	Rickettsiales	o_Rickettsiales	o_Rickettsiales	o_Rickettsiales
OTU_185	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter	Bacteria	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Unassigned;Erythrobacteraceae;Altererythrobacter;	Proteobacteria	Alphaproteobacteria	c_Alphaproteobacteria	Erythrobacteraceae	Altererythrobacter	g_Altererythrobacter
OTU_186	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Porphyrobacter	Bacteria	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Unassigned;Erythrobacteraceae;Porphyrobacter;	Proteobacteria	Alphaproteobacteria	c_Alphaproteobacteria	Erythrobacteraceae	Porphyrobacter	g_Porphyrobacter
OTU_187	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Porphyrobacter;species_NA	Bacteria	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Unassigned;Erythrobacteraceae;Porphyrobacter;Unassigned;	Proteobacteria	Alphaproteobacteria	c_Alphaproteobacteria	Erythrobacteraceae	Porphyrobacter	g_Porphyrobacter
OTU_188	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium	Bacteria	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Unassigned;Unassigned;Novosphingobium;	Proteobacteria	Alphaproteobacteria	c_Alphaproteobacteria	c_Alphaproteobacteria	Novosphingobium	g_Novosphingobium
OTU_189	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sandarakinorhabdus	Bacteria	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Unassigned;Unassigned;Sandarakinorhabdus;	Proteobacteria	Alphaproteobacteria	c_Alphaproteobacteria	c_Alphaproteobacteria	Sandarakinorhabdus	g_Sandarakinorhabdus
OTU_190	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium	Bacteria	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Unassigned;Unassigned;Sphingobium;	Proteobacteria	Alphaproteobacteria	c_Alphaproteobacteria	c_Alphaproteobacteria	Sphingobium	g_Sphingobium
OTU_191	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;species_NA	Bacteria	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Unassigned;Unassigned;Sphingobium;Unassigned;	Proteobacteria	Alphaproteobacteria	c_Alphaproteobacteria	c_Alphaproteobacteria	Sphingobium	g_Sphingobium
OTU_192	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;species_NA	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;Achromobacter;Unassigned;	Proteobacteria	Betaproteobacteria	Burkholderiales	o_Burkholderiales	Achromobacter	g_Achromobacter
OTU_193	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Castellaniella	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;Castellaniella;	Proteobacteria	Betaproteobacteria	Burkholderiales	o_Burkholderiales	Castellaniella	g_Castellaniella
OTU_194	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;	Proteobacteria	Betaproteobacteria	Burkholderiales	o_Burkholderiales	o_Burkholderiales	o_Burkholderiales
OTU_195	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;Acidovorax;	Proteobacteria	Betaproteobacteria	Burkholderiales	o_Burkholderiales	Acidovorax	g_Acidovorax
OTU_196	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;species_NA	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;Acidovorax;Unassigned;	Proteobacteria	Betaproteobacteria	Burkholderiales	o_Burkholderiales	Acidovorax	g_Acidovorax
OTU_197	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Albidiferax	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;Albidiferax;	Proteobacteria	Betaproteobacteria	Burkholderiales	o_Burkholderiales	Albidiferax	g_Albidiferax
OTU_198	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Aquabacterium	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;Aquabacterium;	Proteobacteria	Betaproteobacteria	Burkholderiales	o_Burkholderiales	Aquabacterium	g_Aquabacterium
OTU_199	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Aquincola	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;Aquincola;	Proteobacteria	Betaproteobacteria	Burkholderiales	o_Burkholderiales	Aquincola	g_Aquincola
OTU_200	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Aquincola;tertiaricarbonis	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;Aquincola;tertiaricarbonis;	Proteobacteria	Betaproteobacteria	Burkholderiales	o_Burkholderiales	Aquincola	tertiaricarbonis
OTU_201	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Chlorochromatium	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;Chlorochromatium;	Proteobacteria	Betaproteobacteria	Burkholderiales	o_Burkholderiales	Chlorochromatium	g_Chlorochromatium
OTU_202	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;Unassigned;	Proteobacteria	Betaproteobacteria	Burkholderiales	o_Burkholderiales	o_Burkholderiales	o_Burkholderiales
OTU_203	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;species_NA	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;Unassigned;Unassigned;	Proteobacteria	Betaproteobacteria	Burkholderiales	o_Burkholderiales	o_Burkholderiales	o_Burkholderiales
OTU_204	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Curvibacter	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;Curvibacter;	Proteobacteria	Betaproteobacteria	Burkholderiales	o_Burkholderiales	Curvibacter	g_Curvibacter
OTU_205	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Delftia;species_NA	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;Delftia;Unassigned;	Proteobacteria	Betaproteobacteria	Burkholderiales	o_Burkholderiales	Delftia	g_Delftia
OTU_206	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Diaphorobacter	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;Diaphorobacter;	Proteobacteria	Betaproteobacteria	Burkholderiales	o_Burkholderiales	Diaphorobacter	g_Diaphorobacter
OTU_207	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;Hydrogenophaga;	Proteobacteria	Betaproteobacteria	Burkholderiales	o_Burkholderiales	Hydrogenophaga	g_Hydrogenophaga
OTU_208	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ideonella	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;Ideonella;	Proteobacteria	Betaproteobacteria	Burkholderiales	o_Burkholderiales	Ideonella	g_Ideonella
OTU_209	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Kinneretia	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;Kinneretia;	Proteobacteria	Betaproteobacteria	Burkholderiales	o_Burkholderiales	Kinneretia	g_Kinneretia
OTU_210	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;Leptothrix;	Proteobacteria	Betaproteobacteria	Burkholderiales	o_Burkholderiales	Leptothrix	g_Leptothrix
OTU_211	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix;FC_170	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;Leptothrix;FC_170;	Proteobacteria	Betaproteobacteria	Burkholderiales	o_Burkholderiales	Leptothrix	FC_170
OTU_212	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix;HME6321	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;Leptothrix;HME6321;	Proteobacteria	Betaproteobacteria	Burkholderiales	o_Burkholderiales	Leptothrix	HME6321
OTU_213	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Limnohabitans	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;Limnohabitans;	Proteobacteria	Betaproteobacteria	Burkholderiales	o_Burkholderiales	Limnohabitans	g_Limnohabitans
OTU_214	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Mitsuaria	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;Mitsuaria;	Proteobacteria	Betaproteobacteria	Burkholderiales	o_Burkholderiales	Mitsuaria	g_Mitsuaria
OTU_215	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ottowia	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;Ottowia;	Proteobacteria	Betaproteobacteria	Burkholderiales	o_Burkholderiales	Ottowia	g_Ottowia
OTU_216	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Pelomonas	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;Unassigned;	Proteobacteria	Betaproteobacteria	Burkholderiales	o_Burkholderiales	o_Burkholderiales	o_Burkholderiales
OTU_217	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;Rhodoferax;	Proteobacteria	Betaproteobacteria	Burkholderiales	o_Burkholderiales	Rhodoferax	g_Rhodoferax
OTU_218	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Rubrivivax	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;Rubrivivax;	Proteobacteria	Betaproteobacteria	Burkholderiales	o_Burkholderiales	Rubrivivax	g_Rubrivivax
OTU_219	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Rubrivivax;gelatinosus	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;Rubrivivax;gelatinosus;	Proteobacteria	Betaproteobacteria	Burkholderiales	o_Burkholderiales	Rubrivivax	gelatinosus
OTU_220	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Sphaerotilus	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;Sphaerotilus;	Proteobacteria	Betaproteobacteria	Burkholderiales	o_Burkholderiales	Sphaerotilus	g_Sphaerotilus
OTU_221	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;Variovorax;	Proteobacteria	Betaproteobacteria	Burkholderiales	o_Burkholderiales	Variovorax	g_Variovorax
OTU_222	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;species_NA	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;Variovorax;Unassigned;	Proteobacteria	Betaproteobacteria	Burkholderiales	o_Burkholderiales	Variovorax	g_Variovorax
OTU_223	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;genus_NA;species_NA	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Unassigned;Unassigned;Unassigned;	Proteobacteria	Betaproteobacteria	Burkholderiales	o_Burkholderiales	o_Burkholderiales	o_Burkholderiales
OTU_224	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	g_Massilia
OTU_225	Bacteria;Proteobacteria;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae;	Proteobacteria	Betaproteobacteria	Hydrogenophilales	Hydrogenophilaceae	f_Hydrogenophilaceae	f_Hydrogenophilaceae
OTU_226	Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylobacillus	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylobacillus;	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylobacillus	g_Methylobacillus
OTU_227	Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylotenera	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylotenera;	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylotenera	g_Methylotenera
OTU_228	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	f_Neisseriaceae	f_Neisseriaceae
OTU_229	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	g_Neisseria
OTU_230	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;species_NA	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Unassigned;	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	g_Neisseria
OTU_231	Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Unassigned;Unassigned;	Proteobacteria	Betaproteobacteria	c_Betaproteobacteria	c_Betaproteobacteria	c_Betaproteobacteria	c_Betaproteobacteria
OTU_232	Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	f_Rhodocyclaceae	f_Rhodocyclaceae
OTU_233	Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azospira	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azospira;	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira	g_Azospira
OTU_234	Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azospira;species_NA	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azospira;Unassigned;	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira	g_Azospira
OTU_235	Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Dechloromonas	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Unassigned;	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	f_Rhodocyclaceae	f_Rhodocyclaceae
OTU_236	Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Propionivibrio	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Propionivibrio;	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Propionivibrio	g_Propionivibrio
OTU_237	Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Rhodocyclus	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Rhodocyclus;	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Rhodocyclus	g_Rhodocyclus
OTU_238	Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Uliginosibacterium	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Uliginosibacterium;	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Uliginosibacterium	g_Uliginosibacterium
OTU_239	Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Uliginosibacterium;MIC2059	Bacteria	Root;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Uliginosibacterium;MIC2059;	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Uliginosibacterium	MIC2059
OTU_240	Bacteria;Proteobacteria;Deltaproteobacteria	Bacteria	Root;Bacteria;Proteobacteria;Deltaproteobacteria;	Proteobacteria	Deltaproteobacteria	c_Deltaproteobacteria	c_Deltaproteobacteria	c_Deltaproteobacteria	c_Deltaproteobacteria
OTU_241	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae	Bacteria	Root;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	f_Desulfarculaceae	f_Desulfarculaceae
OTU_242	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae	Bacteria	Root;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	f_Desulfobacteraceae	f_Desulfobacteraceae
OTU_243	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacter	Bacteria	Root;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacter;	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacter	g_Desulfobacter
OTU_244	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacter;postgatei	Bacteria	Root;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacter;postgatei;	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacter	postgatei
OTU_245	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfosarcina	Bacteria	Root;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Unassigned;	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	f_Desulfobacteraceae	f_Desulfobacteraceae
OTU_246	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus;rhabdoformis	Bacteria	Root;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus;rhabdoformis;	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus	rhabdoformis
OTU_247	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio	Bacteria	Root;Bacteria;Proteobacteria;Deltaproteobacteria;Unassigned;Unassigned;Desulfovibrio;	Proteobacteria	Deltaproteobacteria	c_Deltaproteobacteria	c_Deltaproteobacteria	Desulfovibrio	g_Desulfovibrio
OTU_248	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;AND1	Bacteria	Root;Bacteria;Proteobacteria;Deltaproteobacteria;Unassigned;Unassigned;Desulfovibrio;AND1;	Proteobacteria	Deltaproteobacteria	c_Deltaproteobacteria	c_Deltaproteobacteria	Desulfovibrio	AND1
OTU_249	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;BerOc1	Bacteria	Root;Bacteria;Proteobacteria;Deltaproteobacteria;Unassigned;Unassigned;Desulfovibrio;BerOc1;	Proteobacteria	Deltaproteobacteria	c_Deltaproteobacteria	c_Deltaproteobacteria	Desulfovibrio	BerOc1
OTU_250	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;burkinensis	Bacteria	Root;Bacteria;Proteobacteria;Deltaproteobacteria;Unassigned;Unassigned;Desulfovibrio;burkinensis;	Proteobacteria	Deltaproteobacteria	c_Deltaproteobacteria	c_Deltaproteobacteria	Desulfovibrio	burkinensis
